CHR	START	STOP	GENE	17401.best.score.totallist	17320.best.score.totallist	17370.best.score.totallist	17300.best.score.totallist	17392.best.score.totallist	17367.best.score.totallist	17316.best.score.totallist	17299.best.score.totallist	17397.best.score.totallist	17398.best.score.totallist	17360.best.score.totallist	17329.best.score.totallist	17327.best.score.totallist	17391.best.score.totallist	17306.best.score.totallist	17311.best.score.totallist	17308.best.score.totallist	17315.best.score.totallist	17384.best.score.totallist	17386.best.score.totallist	17319.best.score.totallist	17304.best.score.totallist	17314.best.score.totallist	17389.best.score.totallist	17369.best.score.totallist	17309.best.score.totallist	17313.best.score.totallist	17364.best.score.totallist	17362.best.score.totallist	17312.best.score.totallist	17365.best.score.totallist	17301.best.score.totallist	17374.best.score.totallist	17328.best.score.totallist	17368.best.score.totallist	17373.best.score.totallist	17298.best.score.totallist	17387.best.score.totallist	17403.best.score.totallist	17310.best.score.totallist	17399.best.score.totallist	17382.best.score.totallist	17402.best.score.totallist	17296.best.score.totallist	17333.best.score.totallist	17326.best.score.totallist	17376.best.score.totallist	17330.best.score.totallist	17317.best.score.totallist	17361.best.score.totallist	17305.best.score.totallist
1	45331181	45331335	MUTYH	0.0545349571876358	0.0601173950519314	0.0622479835739821	0.0558675776320661	0.0605320556609947	0.0602582537387074	0.052655568318956	0.0547263178319789	0.0615567248320876	0.050618972475841	0.0642188436255571	0.0572791813396724	0.0558396933302746	0.0575809937857858	0.0533319639590543	0.0556586829524321	0.0578397330340287	0.051048416092897	0.0587424486994875	0.0637934721082711	0.0565341689700592	0.0538290244583479	0.0503202574983102	0.0613260137812212	0.0645788669536901	0.0570801503526026	0.0544898930298183	0.0735136992102984	0.0675999499569686	0.0549722019525772	0.0624040566322259	0.0557442337423067	0.0608029281405823	0.0541588699742582	0.0610501591246019	0.0587346666311005	0.0522871979902065	0.0732214264489728	0.0736410754750753	0.0533413006388202	0.0571340900508068	0.062226685547044	0.0680285682840169	0.058324405929139	0.0546799496936652	0.0580378815836403	0.0531821292362729	0.0547528431802431	0.0518926669930235	0.0623711685936798	0.053765720929016
1	45331419	45331557	MUTYH	0.231965617262963	0.225397052172528	0.2185141054878	0.205468834763207	0.214817214916049	0.216836163544008	0.209251731765405	0.188023506740331	0.214928025288654	0.215589415269109	0.22612015061896	0.202684134202376	0.238907957212384	0.228631237893239	0.184046686477171	0.23816218111131	0.194846855776497	0.201190917062973	0.216019337358747	0.223474943594981	0.204577396759615	0.195227041971248	0.189704873064151	0.219746802381356	0.224430496706845	0.203985443500085	0.188999962985464	0.219111032543222	0.230005274604117	0.201297418289189	0.213323067792808	0.210732589776177	0.227129165784058	0.199134714726349	0.22622035378723	0.213557551688427	0.193625919288645	0.227797613611524	0.218906350000572	0.196043334689773	0.222200707755898	0.21910025596895	0.217161132765505	0.22886798379221	0.236791226458376	0.215443129638071	0.211623352042235	0.186955667993135	0.204040669666928	0.217830451771289	0.196436404788707
1	45331660	45331850	MUTYH	0.0865918423111769	0.0831261340511008	0.0995148751239491	0.0826273482625468	0.101579001576844	0.0942643080453151	0.0758083544587841	0.0805194736865971	0.103501203168699	0.0759023635729963	0.102825845101086	0.0748442755101452	0.0882794206239829	0.102011187997879	0.0716895765657999	0.0883757900637723	0.0813098677636722	0.0682636220069719	0.0956331838333429	0.10205008408451	0.0828228380742056	0.0807799585178599	0.0703618284930444	0.0942996579181744	0.104793364586145	0.0820089440446592	0.0805237925281675	0.105189948516783	0.104852502086541	0.0820344716387028	0.0988466716265793	0.0779500281375667	0.0825827240273793	0.0804802023453621	0.0966390732360647	0.099096947976055	0.0716905501997291	0.110903802200248	0.105365918490563	0.0811806930596547	0.093526340190291	0.0995355683324644	0.105790812107629	0.0860899871468008	0.0857732238649584	0.0856500397288924	0.0900837966585899	0.0765756527039783	0.0751798974502509	0.10152372374155	0.0810719185300556
1	45332022	45332087	MUTYH	0.10920390153898	0.118996806945163	0.123803491385582	0.12536675189507	0.124382956122098	0.101839890148952	0.116706231624745	0.121491263182718	0.117518353422758	0.0959496146914831	0.141393965108972	0.118720300381717	0.112907476026236	0.0996345636053691	0.116180175149752	0.11423144215696	0.121566290092324	0.111518470446797	0.102327689982707	0.124330418000259	0.125558258839302	0.125109479351189	0.114422945665726	0.099196461791429	0.140423776502649	0.125559590382118	0.123410211626485	0.135470679650169	0.140266325503705	0.126282786916169	0.114214653528254	0.118754346998651	0.111504585459015	0.126075891897159	0.101034079892831	0.116244012549645	0.115791094912218	0.138604467981306	0.134601884123246	0.125156899037238	0.0798310422100108	0.12361223804905	0.122631929963516	0.10419846167151	0.109779328555535	0.123282348484743	0.0835738350171494	0.122903634665791	0.116838678451277	0.136682095208684	0.116732113688764
1	45332165	45332311	MUTYH	0.0822304597786283	0.0913594777492247	0.122606925051624	0.084498496607969	0.11595323483985	0.0959402802004497	0.0828339437606843	0.0827835102732056	0.113351996069381	0.0802784016841865	0.13673032179321	0.0816314456400313	0.0874580477149988	0.0865511757275941	0.0818200376340391	0.0876637014978337	0.082344123989684	0.0801998295053174	0.0920850888648269	0.122381034484403	0.0845787964420258	0.0846741264143893	0.0794356675869332	0.0866450828839248	0.141604035092616	0.0822949262004325	0.0840704330210798	0.132549908105555	0.141083895119749	0.0858096995760503	0.104132063893375	0.0811057975917431	0.0832716483897428	0.0842673534718249	0.087873953881064	0.10469702711053	0.0772542293046947	0.137107232240785	0.133919455529511	0.0840191213536579	0.0795223159631461	0.123045231859106	0.120490482740632	0.0926700229894555	0.0853060849300971	0.0856631901560525	0.075289113635244	0.0782299543894855	0.082212055594559	0.128934622717788	0.0854675075624332
1	45332390	45332489	MUTYH	0.122225467565617	0.121367389792647	0.12547060116269	0.114869071001087	0.120713123744134	0.105015856759395	0.111924108263705	0.109248202116838	0.116206481477046	0.107677362339476	0.138540318958872	0.115666419000963	0.126038987300483	0.107994351343047	0.11112571747746	0.125906834723103	0.110649710688969	0.111173129014897	0.108777890489456	0.124999319837777	0.114474292561174	0.113408848087023	0.10803868958187	0.101981519770492	0.13359874862876	0.114817226693766	0.11147502588151	0.13331163970093	0.139700620031889	0.114890048912377	0.107929042920118	0.114919441845743	0.115769470709039	0.115017478826763	0.104635680786762	0.103407296616263	0.103298673942633	0.131170624309078	0.134489219854922	0.111269956584082	0.100231026284087	0.125478675711142	0.117367693237606	0.117051487375482	0.122356976045727	0.115190492550177	0.0963749112454522	0.103919916706063	0.111470733740705	0.129716076446448	0.111626202766242
1	45332573	45332688	MUTYH	0.101890076426222	0.0961932868097781	0.123106582751544	0.095792784709403	0.12095313525667	0.105399958324074	0.0902192945772426	0.0784839650144439	0.119223651795526	0.0897190206948984	0.136453508398855	0.0913242843312235	0.1012312386215	0.10865497391732	0.0837855063530733	0.101684472499138	0.0944134536411741	0.079672149610328	0.107915348247523	0.121180734748425	0.0958346611999272	0.08858843963034	0.0845730211507	0.105282145938852	0.128997700003079	0.0960419001102612	0.0812102705205534	0.129318527754412	0.135430240430234	0.0947341986346791	0.115265001931136	0.0956009006197018	0.0987408389522932	0.0939225905602785	0.108733351629378	0.112627461529782	0.0907507020526452	0.130706130011227	0.131824867965926	0.0874941928242859	0.096935708098109	0.123104047412301	0.117684603463815	0.109063447011754	0.0994330193685185	0.0978736407956755	0.0971407317551475	0.0937574326310369	0.0884968713893612	0.13153643764576	0.0887978825061983
1	45332762	45332835	MUTYH	0.125130372537523	0.115776084035837	0.105695272500205	0.115479124129739	0.103930023699262	0.112704370062754	0.122343714741032	0.105345322293828	0.107050641319	0.11342964478883	0.117025501387144	0.112898264076026	0.118147165406421	0.11391358484008	0.106662489504165	0.117968698398841	0.118994763049034	0.114903648385919	0.114557686641385	0.109983541752016	0.113726711240794	0.111686762798381	0.1032956028901	0.116193149024212	0.108390591971456	0.115704273576632	0.10600793976252	0.113121714073963	0.115784221280615	0.116742340985432	0.112112978124324	0.12080438049325	0.130478883010884	0.114982876779427	0.119142618764768	0.10637268178563	0.118865199121799	0.113386474585598	0.114983219350747	0.110774613613114	0.114107093081851	0.10551794100092	0.104427687513795	0.120340439172031	0.121117459376797	0.120862571679572	0.112482825860894	0.113452103758747	0.120778271926425	0.116305167503041	0.111588125890298
1	45332917	45332960	MUTYH	0.110328239122244	0.118955291680488	0.125042430399322	0.119423411902519	0.123542506650649	0.105322119982468	0.10147100545385	0.107759991203109	0.122802144325994	0.0871973190737859	0.154926239425673	0.112629374043011	0.113602545931657	0.104651658400946	0.102965941936143	0.113638809618005	0.11331341247985	0.0985889662572793	0.105640480098987	0.128014017403801	0.119043419479158	0.109275518310797	0.0976596632303221	0.102737558734881	0.157423974996354	0.119614717423412	0.108598233644441	0.153211487331734	0.156836225827043	0.111469480262832	0.117644052631397	0.115555830140602	0.117188216317371	0.11379896626385	0.103507358992587	0.114300015904352	0.108782594307466	0.155284552751541	0.152415351947615	0.110345354437928	0.0866342109922112	0.124954708170653	0.124564070370341	0.0968147288042291	0.107492448845418	0.119533764080378	0.0932070680213651	0.113769345392127	0.105801963130714	0.151469973087447	0.111187664941563
1	45333096	45333171	MUTYH	0.0675887494006373	0.0848816453928014	0.119458553007232	0.0909422403088963	0.118919164972812	0.0936718770633416	0.0847887062850385	0.101605278465199	0.11681445615955	0.0752968661337304	0.132509748687771	0.0835562176463162	0.0822921455774616	0.0831148350386367	0.0842388707208825	0.0821068742552463	0.0897791836136605	0.0801011644042787	0.0888226775970074	0.1217982637691	0.0908123770054901	0.100779104132031	0.0865411413894194	0.0909935365994678	0.135554871083992	0.0908691936858537	0.101719163541258	0.129337922905308	0.133220592391811	0.101471615141799	0.113607503758041	0.0817320098460151	0.0682947384128787	0.103271713645387	0.08507281446805	0.117803390566477	0.0724810604957809	0.137369684414898	0.130481682649189	0.100446704656971	0.0602570682834876	0.119312338959429	0.123894672352261	0.0639292473546593	0.0825828753980637	0.0918500717505331	0.0855212236087761	0.0889213448982465	0.0859277088602972	0.131130102647137	0.100728005465473
1	45333284	45333325	MUTYH	0.060780442709707	0.0660471944283996	0.107603198523607	0.0657921955532281	0.10664335973827	0.0891416853772735	0.0577248727133039	0.0625709416709325	0.101279859119371	0.0557940618413777	0.110793146040365	0.0632556225106061	0.0584959189133054	0.0869756747578911	0.058808163560055	0.0598385979251741	0.0591068225124637	0.0580180993745891	0.0940433810376359	0.104597947269333	0.0648831489393324	0.0634282044089756	0.055878113848683	0.0839838662783791	0.112208587444778	0.0654797948019821	0.0630373207702813	0.110708841164919	0.112110208226272	0.0608434480081212	0.0950319471483931	0.0644846584061495	0.0634017342260421	0.0612944370056099	0.0841474649342332	0.0966648466010795	0.0575068801513665	0.11204538242684	0.111018415346924	0.0634844834237982	0.0682716373109482	0.107562949245562	0.107190846855953	0.0680674515494612	0.0591205474796828	0.0646452000479085	0.0797154488201844	0.0607899681155433	0.0594322849279494	0.106019652926515	0.0635205892047717
1	45333412	45333604	MUTYH	0.0612256336425732	0.0574388460492843	0.0819118153053131	0.0589341105038158	0.081510694623348	0.0549488678787675	0.0687970779527177	0.0666239217397732	0.0748219678970021	0.0601518373603093	0.0914483766366658	0.0555154037340365	0.0595885432155801	0.0548385776876082	0.0653647417163742	0.0600966592253496	0.0584757629632567	0.0663220349309212	0.0574480596817477	0.0787843860746253	0.057057034208352	0.0644108545669268	0.0634046124323083	0.0512259500212049	0.088141777258157	0.0586276922203023	0.0666398579210873	0.0924662699507151	0.090511503020611	0.0697937426190759	0.067669261131791	0.0580947742299161	0.0607852610287133	0.0697952160578985	0.0529486688000936	0.0690112725340573	0.0570888225709101	0.0905714094580229	0.0873088167924255	0.0627281103980804	0.0455951424834972	0.0811291603211353	0.0823021644942122	0.0589641280727224	0.0611869402156068	0.061639194100334	0.0474526927597829	0.0577774563679801	0.0688694559605219	0.0865680451165757	0.066676480960408
1	45334390	45334512	MUTYH	0.0744074583111408	0.0596278558691121	0.0794703300579745	0.0555207534453301	0.0739914657619267	0.0803535625771	0.0563945785045961	0.0528689566473454	0.0795537112613736	0.0695966494162873	0.081233659712483	0.0537714782864358	0.0711078823769809	0.0789001981102819	0.050942502650454	0.0716707381050433	0.0527476989996543	0.057009697520555	0.079046040138203	0.0802093163846838	0.0536032417069315	0.0538096256887801	0.0481103942328496	0.0808870430856354	0.0778151665134948	0.0555068533583369	0.0533742750190256	0.0800151561367189	0.0810063759734651	0.0534552018624757	0.0806919854006965	0.0635506798701031	0.0697692433581968	0.0536861414689284	0.080478213079158	0.0756098972426878	0.0540366697801248	0.0767617109292916	0.0819434584230729	0.0529050103334729	0.0803937234505468	0.0789396684354366	0.0773423958542024	0.0799002355016535	0.0716844912100338	0.0590576461255882	0.0795194402182862	0.0539267406682275	0.0555308230098733	0.0814771597823711	0.0538111037265668
1	45340218	45340255	MUTYH	0.0671907624938081	0.0696640884520201	0.0885473536960651	0.0689593839355754	0.0877097702626677	0.081341288579552	0.054007001116717	0.0614569711699441	0.0789141864864312	0.0682727628360068	0.0966460730414924	0.0693840046800241	0.0756844958975268	0.0732379683122596	0.0560169559973353	0.074873172483365	0.0628355984391395	0.0543522070234312	0.0815461320303752	0.0841399798148104	0.0691254185873861	0.0639653610602842	0.0554665196038643	0.0856460277746971	0.096458874521833	0.0695176724192781	0.0622939410795346	0.0969058837327134	0.0920943365262573	0.0608945960039474	0.0817635279348524	0.0685324293268469	0.0593584488024027	0.0624131940944343	0.0797146209818647	0.0829963695220993	0.055020686868887	0.0963716193772578	0.0968154261492372	0.0625015456066527	0.0663255087949269	0.0882051554222293	0.0805252317769181	0.0778962662776995	0.0727121153433162	0.0667738171678937	0.0785729496388586	0.0629111114675276	0.052903229806593	0.0946875469207163	0.063931285676029
2	47369505	47369582	EPCAM	0.128393667865984	0.197805056821149	0.273311301565123	0.206956440342757	0.268952531169976	0.227696163527885	0.182017529868985	0.227097822992825	0.254913872423057	0.192910702776851	0.311438444939949	0.197184745663093	0.195198919937702	0.125434449091791	0.183531751349186	0.184388793735946	0.206151695760423	0.176998650093596	0.184757744866544	0.270577862029892	0.204516017528559	0.21706894128319	0.181745897010591	0.222250349653687	0.31270773901038	0.20331343179855	0.227697127971164	0.299275057613286	0.293652213504486	0.223301346814129	0.245296151296885	0.192580249992774	0.124768502733844	0.227661386532007	0.180119835546564	0.241967784019449	0.157733074325306	0.308101348374136	0.311481717322843	0.224555863181922	0.134058985615865	0.272697559908352	0.269863956857267	0.178673136932435	0.190650992162683	0.205395939974617	0.192044171544324	0.205937225946976	0.181568256898798	0.299497147986103	0.226685652727733
2	47373462	47373571	EPCAM	0.0390231937699214	0.0443396084504683	0.0523024618742738	0.0417445160448252	0.0475170300351428	0.0461352843956713	0.0454799045923844	0.0480863488710165	0.0516716731332036	0.039947587843409	0.0534825575132822	0.0453734307963232	0.0408461019060108	0.0441555876765463	0.0479750730014929	0.039915477889	0.0472523756359908	0.0478406584784927	0.0473422804966678	0.0517882847014387	0.0439861186775283	0.045810317532856	0.0476220939933263	0.0439352774041072	0.0523341006117169	0.0435105018761036	0.0479404753897288	0.0534592393468268	0.0512978146699387	0.0450754565831831	0.0513510006847562	0.041786556871178	0.042865070000976	0.0437626872471821	0.0455011745594752	0.0513265117085409	0.044132038258132	0.051445635502201	0.0500478447936435	0.0458880727502086	0.0480300304810789	0.0523035847772909	0.053373467100261	0.0421012098441078	0.037910900628897	0.0431546049932492	0.0410826284152864	0.0439731421658677	0.0459504360293304	0.0534919010547759	0.0453637950920865
2	47373807	47374049	EPCAM	0.106383688842459	0.0961216710961998	0.0882443928019233	0.0962460409887461	0.0821735246875744	0.101329898446607	0.0909153752789712	0.0790343701942701	0.0920997754798118	0.105576127436649	0.0853141252424047	0.0952019478758614	0.106912862214295	0.101896699542253	0.0893384402123583	0.104533465623342	0.0892746879698989	0.0818399731369313	0.0968778531959583	0.0900945092086736	0.0952690660766915	0.0876171427101525	0.0886190843336299	0.104686307201954	0.0848235734872829	0.0957756303856538	0.0796299765509896	0.0851524806610382	0.089343204555942	0.0928896450458584	0.0960183155563098	0.101127494516571	0.106927235891838	0.0942522447208034	0.103447940131763	0.0900224443533897	0.0899542914083197	0.0866646935294555	0.0856100271393332	0.0891181111900532	0.107699682446453	0.0884359166776148	0.085383964683474	0.114119536968852	0.106798964726964	0.0960077414397768	0.104100484067709	0.0936340087990467	0.0908953966365021	0.0837036162695956	0.0871322274970718
2	47375233	47375300	EPCAM	0.0733355610089927	0.0758643258739507	0.070047844031136	0.0742906248730633	0.0622356597240135	0.0623672722119336	0.0744132674570197	0.0697497057816732	0.0703058059094834	0.068738198808597	0.0673103096390277	0.0763384502965647	0.0708788497078373	0.0566326765148201	0.0718827394084967	0.0713980933417022	0.0753409663106149	0.0747329601911484	0.0616045123282046	0.0651071540147182	0.0739962579384205	0.0736332835128395	0.0732919723995544	0.0563492236840421	0.0654082025603609	0.074276525155731	0.0721114310680007	0.0652708274843368	0.0699045195474819	0.0729669653099034	0.0643825441302717	0.0742348374073713	0.0727427748756697	0.0715127431261539	0.0570671946325097	0.0622695135610715	0.0745467203148339	0.0615983854988662	0.0670614537379768	0.0672294393450988	0.0609977699250178	0.0700235858444758	0.0655942298327057	0.0657829942325825	0.0711445035820054	0.0710824118549264	0.057239911735282	0.0747010409952608	0.0745694095533017	0.067327565290634	0.0730230596320615
